Titles,Companies,Employment Modes,Currencies,Salaries,Closing Dates
"Consultant, Industry 4.0+ (Ref:NID285/24, 9768)",Hong Kong Productivity Council,"Full Time, Graduate",HKD ($),25K - 40K per month,2024-08-31
Administrative Assistant / Officer (Student Services),IDP Education Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Buying Officer (Welcome Fresh Graduates),Hong Kong Technology Venture Company Limited,"Full Time, Graduate",HKD ($),17K - 22K per month,2024-09-04
Test Administrators,Smart Education Company Limited,"Part Time, Temporary",HKD ($),66 - 110 per hour,2024-08-31
Team Happiness & Admin Assistant / Officer,Oursky Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-04
Maths Activitiy Event Helper,Child Education Limited,"Part Time, Temporary",HKD ($),65 per hour,2024-08-29
Digital Marketing Trainee,U-FREIGHT LOGISTICS (HK) LIMITED,"Part Time, Internship",HKD ($),Negotiable,2024-09-04
"Marketing Assistant, Part-Time",ESF Explore,"Part Time, Internship",HKD ($),90 per hour,2024-08-25
Research Assistant / Assistant Engineer / Intern,"Centre for Artificial Intelligence and Robotics, Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences LTD","Full Time, Internship",HKD ($),11.2K - 11.2K per month,2024-08-31
IT Technical Support / Assistant (Junior),Medtimes Medical Group Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-03
Customer Service Officer,PI Business Consulting,"Full Time, Graduate",HKD ($),19K - 26K per month,2024-08-31
Junior Trader,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-04
Business Development Executive,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-04
Programmer Analyst,Ctech Group Limited,"Full Time, Graduate",HKD ($),40K - 60K per month,2024-09-04
Junior Programmer (Machine Learning / AI),Ctech Group Limited,"Full Time, Graduate",HKD ($),40K - 60K per month,2024-09-04
Operation Officer,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-04
Business Analyst,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-04
Management Trainee,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-04
Graduate / Assistant Civil & Structural Engineers,Paul Wong Consulting Engineers Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-09-04
"Graduate Intern (Hong Kong Palace Museum – Museum Operations, Digital Development)",West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-04
"Museum Trainee (Conservation), Hong Kong Palace Museum",West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K - 18.5K per month,2024-09-04
Graphic Designer,Mad Head App Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-09-04
Business Development Executive Trainee (IT Solution),Togo Pacific Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
Sales Executive (Graduate Trainee Programme),Ecolab Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-31
Part-time E-commerce Assistant,Hong Kong Technology Venture Company Limited,"Part Time, Temporary",HKD ($),60 - 75 per hour,2024-09-03
Management Trainee - Sales,QP (HK) Limited,"Management Trainee, Full Time, Graduate",HKD ($),18K - 27K per month,2024-09-04
全職補習社高中生物導師,Total Wise Limited,"Full Time, Graduate",HKD ($),23K - 26K per month,2024-09-03
補習社客戶服務員(5天工作),Total Wise Limited,"Full Time, Graduate",HKD ($),16K - 16.8K per month,2024-09-03
[急聘]補習社中小學導師(6天工作),Total Wise Limited,"Full Time, Graduate",HKD ($),20K - 21.5K per month,2024-09-03
[急聘]補習社初中學導師(6天工作),Total Wise Limited,"Full Time, Graduate",HKD ($),22K - 24K per month,2024-09-03
全職補習社高中英文導師,Total Wise Limited,"Full Time, Graduate",HKD ($),30K - 32K per month,2024-09-03
Social Media Assistant (Welcome Recent Graduates),Hong Kong Technology Venture Company Limited,"Full Time, Graduate",HKD ($),17K - 20K per month,2024-09-04
Physiotherapist,St. Teresa's Hospital,"Full Time, Graduate",HKD ($),Negotiable,2024-09-03
Product Designer,Cosmocon International Limited,"Full Time, Graduate",HKD ($),18K - 30K per month,2024-09-03
Product Officer,Cosmocon International Limited,"Full Time, Graduate",HKD ($),16K - 20K per month,2024-09-03
Python/Flutter Programmer,Aim System Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Marking,Just Properties Agency (Hong Kong) Limited,"Full Time, Graduate",HKD ($),12K - 30K per month,2024-09-01
Digital Engagement Intern,Christian Family Service Centre,"Part Time, Internship",HKD ($),65 per hour,2024-09-03
Administration Assistant,Montagut Far East Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-03
IT Support Engineer,IT Channel (Asia) Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-03
"Part-time Intern, Finance Department",Noah International (Hong Kong) Limited,"Part Time, Internship",HKD ($),60 per hour,2024-08-31
"Part-time Intern, AquaTech & Research",Hong Kong Productivity Council,"Part Time, Internship",HKD ($),60 per hour,2024-09-02
"Summer Intern Trainee Engineer, Building Services",Benchmark Consulting Engineers Ltd,"Full Time, Internship",HKD ($),8K - 9K per month,2024-08-31
"Graduate Engineer (HKIE Scheme A, Building Services )",Benchmark Consulting Engineers Ltd,"Full Time, Graduate",HKD ($),20K - 21K per month,2024-08-31
Design Intern / Assistant Designer (Sweater) (Part Time / Temporary),"MGF Sourcing Far East, Limited","Part Time, Temporary",HKD ($),60 - 70 per hour,2024-09-03
Secretary/ Personal Assistant/ Administrative Clerk,SL Asset Management Co.,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-08-25
Finance and Wealth Management Internship,SL Asset Management Co.,"Part Time, Internship",HKD ($),Negotiable,2024-08-25
Asset Management Consultant (Welcome Fresh Graduates),SL Asset Management Co.,"Full Time, Graduate",HKD ($),25K - 50K per month,2024-08-25
Radiographer (Heart Centre),St. Teresa's Hospital,"Full Time, Graduate",HKD ($),Negotiable,2024-09-03
Commercial Support Intern,ROCHE DIAGNOSTICS (HONG KONG) LIMITED,"Part Time, Temporary",HKD ($),70 per hour,2024-09-03
Sales Operation Assistant,Work In Progress (H.K.) Ltd.,"Full Time, Graduate",HKD ($),16K - 22K per month,2024-08-31
數學教育中心導師,Beyond Math Education Centre,"Part Time, Temporary",HKD ($),150 - 350 per hour,2024-09-01
青年工作幹事 (註冊文憑/副學士社工)(賽馬會坪石青年空間),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),24.38K - 40.42K per month,2024-09-03
全職幼稚園老師 (青樂幼稚園/青樂幼兒園),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),24.38K - 31.65K per month,2024-08-31
Registered Nurses / Midwives,St. Teresa's Hospital,"Full Time, Graduate",HKD ($),Negotiable,2024-09-03
"Analyst, Corporate Finance (6-month renewable contract)",Asian Capital Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-25
Radiographer I / II (X-Ray),St. Teresa's Hospital,"Full Time, Graduate",HKD ($),Negotiable,2024-09-03
"Trainee, Economic Research",Natixis,"Full Time, Graduate",HKD ($),Negotiable,2024-09-03
Property Consultant / Sale Manager (Real Estate Agency – Commercial),PROPWISER CONSULTANTS LIMITED,"Full Time, Graduate",HKD ($),12K - 20K per month,2024-09-03
Assistant Engineer (Environmental),REC Engineering Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-02
Assistant Engineer(Electrical),REC Engineering Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-02
AIA Graduate Program,MVP Professional Financial Consultancy Company,"Full Time, Internship",HKD ($),35K - 50K per month,2024-08-30
Assistant Engineer (Mechanical),REC Engineering Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-02
Assistant Engineer (Building Services),REC Engineering Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-02
Administrative Officer,Hong Kong Society of Notaries,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Assistant Engineer (under Energy Scheme A Training),Telemax Environmemtal and Energy Management Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
Paralegal,"Yu & Associates, Solicitors","Full Time, Graduate",HKD ($),17K - 20K per month,2024-09-01
Assistant Engineer (under Building Service Scheme A Training),Telemax Environmemtal and Energy Management Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
Assistant Engineer (under Environmental Scheme A Training),Telemax Environmemtal and Energy Management Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
Administration Assistant,FastLane HR Solution Services Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-01
Trainee Solicitors- 2024,"Yu & Associates, Solicitors","Full Time, Graduate",HKD ($),Negotiable,2024-09-01
Software Programmer Part Time,Fortune Information Technology Limited,"Part Time, Graduate",HKD ($),50 - 60 per hour,2024-09-01
Finance Experience Program/ Internship,Confidence Capital Investment,"Part Time, Internship",HKD ($),Negotiable,2024-08-31
港漂金融和健康顧問,WILLIAM ROBINHOOD LIMITED,"Full Time, Graduate",HKD ($),18K - 30K per month,2024-08-28
Permit Officer,Cathay Pacific Catering Services (HK) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Audit Analyst (Summer Internship),T. O. Yip & Co. Limited,"Part Time, Summer",HKD ($),45 - 55 per hour,2024-08-31
Audit Associate,Hui Sik Wing & Company,"Full Time, Graduate",HKD ($),18K - 30K per month,2024-08-31
Company Secretarial Assistant,Hui Sik Wing & Company,"Full Time, Graduate",HKD ($),18K - 30K per month,2024-08-31
Accounting Assistant (Fresh Graduates are Welcome),Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-08-28
"Project Intern, Property & Casualty Underwriting",Peak Reinsurance Company Limited,"Part Time, Internship",HKD ($),Negotiable,2024-08-30
Part-time intern,HSK Genetech Limited,"Part Time, Temporary",HKD ($),64 per hour,2024-08-31
Personal Tutor,Sylvia Education Limited,"Part Time, Temporary",HKD ($),8K - 10K per month,2024-08-31
Customer Service Officer,IGEARS TECHNOLOGY LIMITED,"Full Time, Graduate",HKD ($),15K - 22K per month,2024-08-31
Sales and Marketing Executive,IGEARS TECHNOLOGY LIMITED,"Full Time, Graduate",HKD ($),15K - 50K per month,2024-08-31
Programmer,IGEARS TECHNOLOGY LIMITED,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
Assistant Shop Audit Officer,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Web Designer,IGEARS TECHNOLOGY LIMITED,"Full Time, Graduate",HKD ($),13K - 25K per month,2024-08-31
Senior Quality Assurance Officer,IGEARS TECHNOLOGY LIMITED,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
Trainee Accountant / Accountant,Graham H Y Chan & Co,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Part-time Dubbing Team Assistant,Iyuno Hong Kong Limited,"Part Time, Temporary",HKD ($),60 - 80 per hour,2024-08-31
Native Korean Speaking Part-Time Telephone Interviewer,Cido Limited,"Part Time, Temporary",HKD ($),110 per hour,2024-08-31
Officer - Membership & Event,Treasury Markets Association,"Full Time, Graduate",HKD ($),22K - 25K per month,2024-08-31
行政助理 (物業統籌),Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),16K - 20K per month,2024-08-31
Project Executive,Cido Limited,"Full Time, Graduate",HKD ($),16K - 17K per month,2024-08-30
Dealer/ Investment Service Officer,Chief Securities Limited,"Full Time, Graduate",HKD ($),25K - 50K per month,2024-08-31
Android App Developer,Chief Securities Limited,"Full Time, Graduate",HKD ($),25K - 50K per month,2024-08-31
Business Development Executive (IANG / Fresh Graduate Welcomed),Chief Securities Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-08-31
Junior Business Analyst,B.S.C. Group Ltd,"Full Time, Graduate",HKD ($),17K - 20K per month,2024-08-31
Business Banking Intern,ZhongAn Technologies International Group Limited,"Part Time, Internship",HKD ($),50 per hour,2024-08-31
Laboratory Technician,TUV Rheinland HK Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Company Secretarial Assistant,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Graduate Intern (Marketing and Branding - Hong Kong Palace Museum),West Kowloon Cultural District Authority,"Full Time, Internship",HKD ($),Negotiable,2024-08-31
Temporary Assistant,Kering Eyewear APAC Limited,"Full Time, Temporary",HKD ($),Negotiable,2024-08-31
Graduate Intern (District Development),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
【招募】學生助理 / 兼職學生助理（沙田 / 深水埗 / 九龍城 / 屯門 / 元朗區幼稚園工作）,The Education University of Hong Kong,"Part Time, Temporary",HKD ($),74 per hour,2024-08-31
Graduate Intern (Development (Performing Arts)),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Graduate Intern (Performing Arts – Technical and Productions),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
【招募】兼職研究助理（沙田 / 深水埗 / 九龍城 / 屯門 / 元朗區幼稚園工作）,The Education University of Hong Kong,"Part Time, Temporary",HKD ($),85 per hour,2024-08-30
Graduate Intern (Performing Arts – Venue Sales and Partnership),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Retail Sales Advisor / Tesla Advisor,Tesla Motors HK Limited,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-08-31
"Graduate Trainee, Marketing and Business Development",Applied Artificial Intelligence Laboratory Limited,"Graduate Trainee, Full Time, Graduate",HKD ($),17K - 20K per month,2024-08-26
Japanese Subtitle Editor | Translation | Media Subtitling,Iyuno Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Part-time STEM Instructor / Tutor,STEM Accelerator Limited,"Part Time, Temporary",HKD ($),100 - 140 per hour,2024-08-30
Front Desk Service Associate *5-day Work Week*,Kowloon Panda Hotel Limited,"Full Time, Graduate",HKD ($),16.5K - 17K per month,2024-08-31
Reservations Service Associate *5-days work week*,Kowloon Panda Hotel Limited,"Full Time, Graduate",HKD ($),16K - 16.5K per month,2024-08-31
IT Winter Intern,ActusRayPartners Limited,"Full Time, Internship",HKD ($),8K per month,2024-08-31
Sustainability ESG Consultant / Senior Consultant,GREENCO ESG ADVISORY LIMITED,"Full Time, Graduate",HKD ($),19K - 21K per month,2024-08-31
Junior Research Associate,luxence capital limited,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-08-31
Summer/Part Time Intern,Bricks & Mortar Management Ltd,"Full Time, Internship",HKD ($),Negotiable,2024-08-31
Part Time Human Resources Assistant - Work & Employee Relations team,Ocean Park Corporation,"Part Time, Temporary",HKD ($),Negotiable,2024-08-31
兼職票務助理/服務員 Part Time Ticketing Assistant/Attendant,Ocean Park Corporation,"Part Time, Temporary",HKD ($),65 - 75 per hour,2024-08-31
Part Time Programme Instructor (School),Ocean Park Corporation,"Part Time, Temporary",HKD ($),80 - 150 per hour,2024-08-31
Graphic Designer (Mobile App & AR Game),Joy Aether Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Executive,The Hong Kong Children's Choir,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
"Assistant Engineer (Mechanical, electrical and building services bachelor degree, graduated in 2024)",Southa Technical Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Retails Specialist (1 year contract),GP Acoustics International Limited,"Full Time, Temporary",HKD ($),16K - 18K per month,2024-08-31
Project Coordinator,TUV Rheinland HK Limited,"Full Time, Graduate",HKD ($),14K - 15K per month,2024-08-31
言語治療師 P1-ST-RHC,Christian Family Service Centre,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Customer Service Coordinator,TUV Rheinland HK Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
"Engineer, Rail/Future Mobility (Fresh graduates are welcome)",TUV Rheinland HK Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-31
Part Time Programme Instructor (Public),Ocean Park Corporation,"Part Time, Temporary",HKD ($),80 - 150 per hour,2024-08-31
Part Time Programme Instructor (Corporate),Ocean Park Corporation,"Part Time, Temporary",HKD ($),80 - 150 per hour,2024-08-31
Desktop Publishing / Graphics Designer (Shift duty is required),Williams Lea (Hong Kong) Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-08-30
Recruitment Intern/ Trainee,Recruit Express (Hong Kong) Limited,"Part Time, Internship",HKD ($),65 per hour,2024-08-30
"Intern, Distribution Operations AP",Allianz Global Investors GMBH,"Part Time, Temporary",HKD ($),80 per hour,2024-08-30
Branch Customer Service Representative,AEON CREDIT SERVICE (ASIA) COMPANY LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
CERTIFICATION OFFICER,The Hong Kong Standards and Testing Centre Ltd,"Full Time, Graduate",HKD ($),16K - 20K per month,2024-08-30
Client Portfolio Manager Intern,Taikang Asset Management (Hong Kong) Company Limited,"Full Time, Internship",HKD ($),Negotiable,2024-08-26
Associate (Marketing Communications),IPR Ogilvy Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
高級會計文員/會計主任 Senior Accounts Clerk/Accounting Officer,Sino United Publishing (Holdings) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Executive Business Manager (IANG),Jackey Ko Consultant CO.,"Job for Immigration Arrangements for Non-local Graduates (IANG), Full Time, Graduate",HKD ($),20K - 50K per month,2024-08-30
MPF Specialist,Jackey Ko Consultant CO.,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-08-30
Mechanical Engineer Assistant (with a Mechanical Engineering background),CHI SHING MACHINERY RENTAL COMPANY LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Part-time helper for Logistics (E-Commerce),Super Tact International Limited,"Part Time, Temporary",HKD ($),80 per hour,2024-08-30
Human Resources Assistant,Heep Hong Society,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-26
IT Support ( 2 Years Contract ),Azeus Systems Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-30
Junior System Engineer,Azeus Systems Limited,"Full Time, Graduate",HKD ($),20K - 23K per month,2024-08-30
兼職信用卡推廣員 (設有獎金，多勞多得) **流利廣東話**,AEON CREDIT SERVICE (ASIA) COMPANY LIMITED,"Part Time, Temporary",HKD ($),50 - 100 per hour,2024-08-30
Accounting Assistant (Shenzhen Stationed),Simatelex Manufactory Company Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-08-30
Assistant Financial Analyst,Simatelex Manufactory Company Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-30
Embedded Software Engineer,Simatelex Manufactory Company Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-30
Leasing Assistant,Simatelex Manufactory Company Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-08-30
Production Engineer (Qingyuan Stationed),Simatelex Manufactory Company Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-08-30
Sales Engineer,Simatelex Manufactory Company Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-08-30
QA Engineer (Shenzhen Stationed),Simatelex Manufactory Company Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-08-30
Trainee,BE Reinsurance Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Actuary Trainee,BC Reinsurance Ltd,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
功課輔導班導師(5天工作)15-20K,NF Educational Services Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-30
Management Trainee (Pest Elimination Division),Ecolab Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Part-time Executive Trainee,Sheraton Valuers Limited,"Part Time, Internship",HKD ($),Negotiable,2024-08-30
專科班導師(5天工作)19-30K,NF Educational Services Limited,"Full Time, Graduate",HKD ($),19K - 30K per month,2024-08-30
兼職中小學各科專科班導師,NF Educational Services Limited,"Part Time, Internship",HKD ($),90 - 150 per hour,2024-08-30
兼職小學導師,NF Educational Services Limited,"Part Time, Internship",HKD ($),60 - 80 per hour,2024-08-30
Algorithm Engineer,Hong Kong Acamar Corporation Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-08-30
"Intern, Sales and Marketing (Return offer provided)",GAOTENG GLOBAL ASSET MANAGEMENT LIMITED,"Part Time, Internship",HKD ($),320 per day,2024-08-30
Sales Engineer,Alimak Group Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Healthcare Executive,Hong Kong Medical Supplies Ltd,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-08-29
Graduate Trainee (Accounting),S. C. To & Co.,"Full Time, Graduate",HKD ($),16K - 20K per month,2024-08-30
Frontend Programmer,Code By Hands Limited,"Full Time, Graduate",HKD ($),19K - 22K per month,2024-08-30
Audit Juniors,Kenneth Chau & Co.,"Full Time, Graduate",HKD ($),19K per month,2024-08-30
Marketing Internship - Therapeutic Dermatology,Galderma Hong Kong Limited,"Part Time, Internship",HKD ($),500 per day,2024-08-30
Internship - Security Secondary Market Research,Greater Bay Area Homeland Investments Limited,"Part Time, Internship",HKD ($),Negotiable,2024-08-30
Technical Sales Executive,Cementaid (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Corporate Services & Administration Executive,Boen Media Corporation Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-08-30
Hong Kong Intern,Blackpeak (Hong Kong) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-08-30
Service Advisor,Tesla Motors HK Limited,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-08-29
TRAINEE: Exotics Cross Asset Trade Support,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-08-30
Customer Service Officer - Fresh graduates are welcome,Superhub Limited,"Full Time, Graduate",HKD ($),16.5K - 18K per month,2024-08-30
Hong Kong Intern (Japanese Speaking),Blackpeak (Hong Kong) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-08-30
Editor (Contract),Blackpeak (Hong Kong) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-08-30
TRAINEE: Communications Surveillance Analyst,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-08-30
學校計劃助理,Hong Kong Christian Service,"Full Time, Graduate",HKD ($),13.86K - 21.5K per month,2024-08-25
Used Car Advisor,Tesla Motors HK Limited,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-08-29
"Assistant Technical Officer (Chemical Lab, Toys & Children Products)",The Hong Kong Standards and Testing Centre Ltd,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-08-30
Systems Operator Trainee,Bangkok Bank Public Co. Ltd.,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
"Treasury Settlement Assistant - FX/MM, Derivatives and Securities",Bangkok Bank Public Co. Ltd.,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Relationship Officer - Corporate Banking,Bangkok Bank Public Co. Ltd.,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Part-time Marketing Assistant,Hong Kong Economic Times Limited,"Part Time, Temporary",HKD ($),Negotiable,2024-08-29
"Intern, Supply Chain Digital Asia Pacific (Ref: CEDS) (9-12 months full time internship)",Covestro (Hong Kong) Limited,"Full Time, Internship",HKD ($),12K per month,2024-08-29
Category Executive (RTE) (Wellcome),"The Dairy Farm Company, Limited","Full Time, Graduate",HKD ($),Negotiable,2024-08-29
Category Executive (RTE) (7-Eleven),"The Dairy Farm Company, Limited","Full Time, Graduate",HKD ($),Negotiable,2024-08-29
Assistant Officer - Sea Operations,Kerry Logistics (Hong Kong) Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-29
Sales & Marketing Executive (Science Background),Bio-Gene Technology Limited,"Full Time, Graduate",HKD ($),18K - 26K per month,2024-08-29
Computer Specialist / Associate / Assistant (e-Commerce),WorldMart International Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-08-28
Senior Reporter / Reporter (中國新聞),I-CABLE COMMUNICATIONS LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Finance Officer/ Assistant Manager (Temporary),Conning Asia Pacific Limited,"Part Time, Temporary",HKD ($),Negotiable,2024-08-29
Assistant Editor (Maths),Pan Lloyds Publishers Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-29
Sales Support Officer,MCM Wealth Management Hong Kong Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-08-29
Admin & Account Officer,MCM Wealth Management Hong Kong Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-08-29
2024 U.S. Tax Accountant Internship,American Pacific Tax Limited,"Part Time, Internship",HKD ($),65 per hour,2024-08-29
Part Time IT Trainee (2 days per week),Top Level Corporation Limited,"Part Time, Internship",HKD ($),70 per hour,2024-08-27
"Graphic Designer, Social Media Content Creator (Internship / Part-time)",Brite Star International Limited,"Part Time, Internship",HKD ($),50 - 55 per hour,2024-08-29
兼職倉務員 (紅磡貨倉),The Sincere Co Ltd,"Part Time, Temporary",HKD ($),Negotiable,2024-08-29
Fixed Income Research Intern (3-5 days per week）,Rongtong Global Investment Limited,"Part Time, Internship",HKD ($),300 per day,2024-08-26
Mechanical Engineer,MODERN (INTERNATIONAL) P&M HOLDINGS LIMITED,"Full Time, Graduate",HKD ($),11.2K - 30K per month,2024-08-28
AI Digital Marketing Officer,Money Concepts (Asia) Holdings Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-08-29
Analyst Programmer,Pastel Tech Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-29
金涌投资运营实习生,Hony Capital Limited,"Part Time, Internship",HKD ($),Negotiable,2024-08-28
Manager Trainee 見習經理,Waihong Environmental Services Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-08-28
Mobile Application Developer,CCP Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Back-end Developer,CCP Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Front-end Developer,CCP Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Quality Assurance Developer,CCP Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
UI/UX Developer,CCP Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
"Senior/ Project Engineer (Lift & Escalator, Modernization) - Open to Fresh Graduate",Schindler Lifts (Hong Kong) Limited,"Full Time, Graduate",HKD ($),19K - 22K per month,2024-08-28
Investment Officer - Capital Markets & Liquidity Management,"The Bank of East Asia, Limited","Full Time, Graduate",HKD ($),20K - 25K per month,2024-08-28
Works Supervisor II (Construction),Kai Fu Property Services Co. Ltd.,"Full Time, Graduate",HKD ($),25.11K - 30K per month,2024-08-28
Assistant Quantity Surveyor,Currie & Brown (China) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Information Security Consultant,Gabriel Consultant Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-08-28
Officer - Credit Policy & Analytics Department,Chong Hing Bank Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-27
Assistant Administration Officer,Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),17K - 20K per month,2024-08-28
Finance Officer,Harrow International Management Services Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-25
UI/UX Developer,Bull.B Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Part-time Customer Experience Assistant,CASETAGRAM LIMITED,"Part Time, Temporary",HKD ($),60 - 70 per hour,2024-08-28
