Titles,Companies,Employment Modes,Currencies,Salaries,Closing Dates
Part Time Tutor (Secondary Chinese),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Part Time Tutor (Secondary Chemistry and Junior Secondary Integrated Science and Maths),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Part Time Tutor (Secondary Physics and Junior Secondary Integrated Science and Maths),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Part Time Tutor (Secondary Biology & Junior Secondary Maths and Integrated Science),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Part Time Tutor (Secondary BAFS & Maths),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Primary Tutor (Part-time),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),90 - 100 per hour,2024-09-18
SCRATCH & PYTHON COMPUTER PROGRAMMING TUTOR,Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),200 per hour,2024-09-18
"Intern, Climate Consulting (till Year-end 2024)",AXA China Region Insurance Company Limited,"Part Time, Internship",HKD ($),80 per hour,2024-09-18
【#IBtutor】IB Math/Physics Tutor Recuritment - HIGH PAY,HKExcel Education Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-08-31
【#IBtutor】IB Bio/Chem Tutor Recuritment - HIGH PAY,HKExcel Education Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-08-31
Technician (系統維修技術員) Part-time,Ground Transportation Systems (Hong Kong) Limited,"Part Time, Graduate",HKD ($),14K - 20K per month,2024-09-17
Development Engineer,"AN LIAO CONSULTING CO., LIMITED","Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-18
劃圖員,Carewin Engineering Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-14
Wealth Management Trainee,Nobleson Finance,"Management Trainee, Full Time, Graduate",HKD ($),45K - 60K per month,2024-08-26
技術員,Carewin Engineering Limited,"Full Time, Graduate",HKD ($),12K - 15K per month,2024-09-14
Analyst Programmer,Bright Smart Securities International (HK) Ltd.,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Mobile Application Developer,Bright Smart Securities International (HK) Ltd.,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Officer - Credit Policy & Analytics Department,Chong Hing Bank Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-13
Analyst - Sales Support (CDD/KYC) (Entry Level),FundPark limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-30
ADMINISTRATIVE OFFICER,Premiere Logistics (HK) Limited,"Full Time, Graduate",HKD ($),14K - 20K per month,2024-08-31
Management Trainee (Full time),Premiere Logistics (HK) Limited,"Full Time, Graduate",HKD ($),13K - 18K per month,2024-08-31
Management Trainee (Part-time Internship),Premiere Logistics (HK) Limited,"Part Time, Internship",HKD ($),45 - 60 per hour,2024-08-31
Teaching Assistant (Science KLA),Good Hope School,"Full Time, Graduate",HKD ($),17K - 17.5K per month,2024-09-03
Senior Research Assistant in Department of Curriculum and Instruction (Ref: 2400925),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),29.1K per month,2024-09-03
Intern - Structured Finance Department,CMB International Capital Corporation Limited,"Full Time, Internship",HKD ($),50 per hour,2024-09-02
Recruiting Facilitators (組爸媽) for “Smoke-free Elite Teens Programme” 2024-2025,Hong Kong Council on Smoking and Health,"Part Time, Temporary",HKD ($),67 per hour,2024-09-09
Business Development Intern/Graduate (Part Time),Alpha AI Technology Limited,"Part Time, Graduate",HKD ($),500 - 650 per day,2024-09-10
Sales & Marketing Internship,ParkIt Hong Kong,"Full Time, Internship",HKD ($),8K - 10K per month,2024-09-15
Administration Assistant,Montagut Far East Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-18
AIA Graduate Program for fresh graduates/IANG/TTPS/QMAS,MVP Professional Financial Consultancy Company,"Full Time, Graduate",HKD ($),35K - 50K per month,2024-09-17
AI Research Intern,Insight Robotics Limited,"Part Time, Internship",HKD ($),80 - 90 per hour,2024-08-31
Content Marketer,Mindful Wing Chun Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-08
Internship,Greater Bay Area Homeland Investments Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-18
Senior Research Assistant / Research Assistant I / II in Research and Development Office (Knowledge Transfer Sub-Office) (4 posts) (Ref: 2400871),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),29.1K per month,2024-09-03
Internship Programme 2024 – Countryside Conservation and Environmental Education,Association for Sha Tau Kok Culture and Ecology Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-18
Analyst Programmer,Vanke Holdings (Hong Kong) Company Limited,"Full Time, Graduate",HKD ($),25K - 30K per month,2024-09-12
Officer (Treasury & Accounting Operations),Vanke Holdings (Hong Kong) Company Limited,"Full Time, Graduate",HKD ($),25K - 30K per month,2024-09-14
Project Administration Executive,FDS Solutions Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-09-15
"Analyst, Corporate Finance (6-month renewable contract)",Asian Capital Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-06
(荃灣) 兼職助教/導師 Teaching Assistant,Intellectual Education Centre,"Part Time, Temporary",HKD ($),70 - 140 per hour,2024-09-17
AI Digital Human Developer,Digital Human International (A.I.) Company LImited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-15
Project Intern - Derivatives Structuring,Huatai Financial Holdings (Hong Kong) Limited,"Full Time, Internship",HKD ($),11K - 12K per month,2024-09-17
Junior Programmer (Machine Learning / AI),Ctech Group Limited,"Full Time, Graduate",HKD ($),40K - 60K per month,2024-09-17
Programmer Analyst,Ctech Group Limited,"Full Time, Graduate",HKD ($),40K - 60K per month,2024-09-17
Business Development Executive,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Quantitative Analyst,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Business Analyst,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Operation Officer,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Management Trainee,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Junior Trader,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Program Officer,Acme Pro Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-17
Field Service Engineer,Vastec Medical Limted,"Full Time, Graduate",HKD ($),Negotiable,2024-09-17
Engineer,Shinryo (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-17
Business Analyst - Graduate Program (Various Opportunities),Fides Solutions Limited,"Full Time, Graduate",HKD ($),20K - 23K per month,2024-09-17
Business Analyst / Data Analyst,Fides Solutions Limited,"Full Time, Graduate",HKD ($),18K - 19K per month,2024-09-17
Junior Developer / Programmer (Business Application),Fides Solutions Limited,"Full Time, Graduate",HKD ($),20K - 23K per month,2024-09-17
Business Development Executive,HKCOLO Limited,"Job at oversea location, Full Time, Graduate",HKD ($),19K - 22K per month,2024-09-17
Admin Intern,Magic Compass Securities Limited,"Part Time, Internship",HKD ($),60 - 80 per hour,2024-08-26
Management Trainee / Internship Program (2024),YEE CHUN KEI KINGSLEY,"Full Time, Internship",HKD ($),18K - 20K per month,2024-08-31
Assistant (Business Development),Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-17
"小學導師 (5.5天) (屯門友愛)/ Primary school tutor (5.5 Days) (Yau Oi, Tuen Mun)",Bright Union International Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-03
Assistant Digital Engineer - Smart Construction,SOCAM Development Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Assistant Engineer (Telecom),SHUN HING SYSTEMS INTEGRATION COMPANY LIMITED,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-17
Intern - Equity Research Department,CMB International Capital Corporation Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-15
Assistant Engineer (Mechanical),SHUN HING SYSTEMS INTEGRATION COMPANY LIMITED,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-17
Assistant Human Resources Officer,SHUN HING SYSTEMS INTEGRATION COMPANY LIMITED,"Full Time, Graduate",HKD ($),17K - 19K per month,2024-09-17
"Part Time Trainee Engineer, Building Services",Benchmark Consulting Engineers Ltd,"Part Time, Temporary",HKD ($),90 per hour,2024-09-15
Assistant Engineer (Electrical),SHUN HING SYSTEMS INTEGRATION COMPANY LIMITED,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-17
"Part-time Associate, Human Resources",Shanghai Commercial Bank Limited,"Part Time, Temporary",HKD ($),Negotiable,2024-08-31
Project Assistant (5-Day Work),Centaline Group Management Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-15
Part Time Administrative Assistant,DLC Advisory Services,"Part Time, Internship",HKD ($),Negotiable,2024-09-17
MPFA Student Ambassadors for 2024-25,Mandatory Provident Fund Schemes Authority,"Part Time, Temporary",HKD ($),Negotiable,2024-08-26
Business Trainee,i-Control Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
Engineer,Mitochon Technology Limited,"Full Time, Graduate",HKD ($),18K - 24K per month,2024-09-10
Management Trainee (Oversea),Bright Future Pharmaceutical Laboratories Limited,"Job at oversea location, Full Time, Graduate",HKD ($),12K - 20K per month,2024-09-01
HR & Administration Officer/ Assistant Manager,PROMO X LIMITED,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-08-26
Accounting Officer,Cornerstone EV Charging Service Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-17
Assistant Officer (Fresh graduates are welcome),Chevalier (Corporate Management) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-26
Junior Quantitative Analyst(Ref: AQ-152-U),BOCI-Prudential Asset Management Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-17
Recruitment Intern / Trainee,Recruit Express (Hong Kong) Limited,"Part Time, Internship",HKD ($),55 - 60 per hour,2024-09-08
[在家工作] 線上教育兼職導師 Part-time Teacher - online teaching,Dr. Kids Education Group Limited,"Part Time, Temporary",HKD ($),60 - 120 per hour,2024-09-17
Part-time Digital Marketing Intern/Assistant,Synergy International Group Limited,"Part Time, Internship",HKD ($),55 - 60 per hour,2024-09-17
Placement Trainee (Infrastructure Financing and Securitisation),The Hong Kong Mortgage Corporation Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
全職數學教師（母語廣東話）,Star Ace Education,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Graduate Trainee - System Consultant,Global Sharp International Limited,"Full Time, Graduate",HKD ($),25K - 27K per month,2024-09-02
Graduate Engineer,APT Engineering Consultant Limited,"Full Time, Graduate",HKD ($),24K per month,2024-09-14
Marketing Assistant (E-Marketing),Zinnia Marketing & PR Consultants Limited,"Part Time, Internship",HKD ($),60 - 90 per hour,2024-09-16
Surveying Assistant (Part-time),Midland Realty (Strategic) Limited,"Full Time, Temporary",HKD ($),50 - 55 per hour,2024-09-15
Assistant Officer (Property Administration),Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-16
"Full time Chinese tutor(廣東話母語, 年齡18-30)(需要DSE中文5或以上或同等資歷)",Star Ace Education,"Full Time, Graduate",HKD ($),30K - 80K per month,2024-09-10
"小學導師 (6日) (沙田禾輋)/Primary School Tutor (6 DAYS) (Wo Che, Shatin)",Bright Union International Limited,"Full Time, Graduate",HKD ($),18K per month,2024-08-31
"小學導師 (6日) (沙田馬鞍山)/Primary School Tutor (6 DAYS) (Ma On Shan, Shatin)",Bright Union International Limited,"Full Time, Graduate",HKD ($),17.5K per month,2024-08-31
"小學導師(5/6天) (觀塘安達)/ Primary School Tutor (5/6 DAYS) (On Tat Estate, Kwun Tong)",Bright Union International Limited,"Full Time, Graduate",HKD ($),21K per month,2024-08-31
"中小學導師 (5/6天) (葵涌石蔭)/Secondary School and Primary School Tutor (5/6days) (Shek Yam, Kwai Chung)",Bright Union International Limited,"Full Time, Graduate",HKD ($),18.5K per month,2024-08-31
中小學導師 (5-6天) (天水圍)/Secondary School and Primary School Tutor (5-6 days) (Tin Shui Wai),Bright Union International Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-31
中小學導師 (6天) (屯門市中心)/Secondary School and Primary School Tutor(6 days) (Tuen Mun Town Centre)),Bright Union International Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-31
"中小學導師 (6天) (石硤尾白田)/Secondary School and Primary School Tutor (6ays) (Pak Tin Estate,Shek Kip Mei)",Bright Union International Limited,"Full Time, Graduate",HKD ($),19K per month,2024-08-31
"中小學導師 (5.5天) (大埔太和)/Secondary School and Primary School Tutor (5.5ays) (Tai Wo, Tai Po)",Bright Union International Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-31
"中小學導師 (6天) (沙田馬鞍山)/Secondary School and Primary School Tutor (6days) (Ma On Shan, Shatin)",Bright Union International Limited,"Full Time, Graduate",HKD ($),20K per month,2024-08-31
"中小學導師 (5/6天) (觀塘安達)/Secondary School and Primary School Tutor (5 /6days) (On Tat Estate, Kwun Tong)",Bright Union International Limited,"Full Time, Graduate",HKD ($),18.5K per month,2024-08-31
Administrative Assistant,Grace Christian Academy,"Full Time, Graduate",HKD ($),14K - 18K per month,2024-09-15
Secondary School Social Worker,The Boys' & Girls' Clubs Association of Hong Kong(HQ),"Full Time, Graduate",HKD ($),Negotiable,2024-08-25
Counter Service Officer Trainee / Teller Trainee,Chong Hing Bank Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-10
Assistant Property Officer - Tai Tam,Protech Property Management Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-09-15
Assistant Safety Officer,Quon Hing Concrete Co Ltd,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-14
Clubhouse Assistant,Protech Property Management Limited,"Full Time, Graduate",HKD ($),15.5K - 18K per month,2024-09-15
BIM Trainee,Takasago Thermal Engineering (Hong Kong) Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-15
Sales Manager,Wanfang Data Corporation (International) Limited,"Full Time, Graduate",HKD ($),17K - 19K per month,2024-09-15
Account Executive,McCANN-Erickson (HK) LTD,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-13
Actuarial Intern (2025 Internship),Fubon Life Insurance (Hong Kong) Company Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-15
Senior Education & Project Office/ Education & Project Officer (Ref.: SEPO/ EPO_Jijis2408),Green Power Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-15
Business Analyst,Global Sharp International Limited,"Full Time, Graduate",HKD ($),23K - 27K per month,2024-08-31
STEAM Instructor,Coxana Innovation Limited,"Part Time, Temporary",HKD ($),180 - 500 per hour,2024-09-13
初中導師(6天) (粉嶺)/ S1-S3 Secondary School Tutor (6days) (Fanling),Bright Union International Limited,"Full Time, Graduate",HKD ($),23.5K per month,2024-08-30
Quality Assurance Analyst (18k - 22k),FinIq Consulting Pte Ltd,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-14
HR & Admin Officer,Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-14
"統籌主任(教學) (6日) (九龍城啟晴)/ Centre Coordinator(Teaching) (6 DAYS) (Kai Ching, Kowloon City)",Bright Union International Limited,"Full Time, Graduate",HKD ($),21K - 22K per month,2024-08-31
統籌主任(教學)(6日) (屯門市中心)/ Centre Coordinator (Teaching) (6 DAYS) (Tuen Mun Town Centre),Bright Union International Limited,"Full Time, Graduate",HKD ($),20.5K per month,2024-08-30
"初中導師 (5.5/6日) (九龍城啟晴)/ Secondary School Tutor (5.5/6 Days) (Kai Ching, Kowloon City)",Bright Union International Limited,"Full Time, Graduate",HKD ($),19K - 21K per month,2024-08-30
"初中導師(6天) (觀塘安達)/ S1-S3 Secondary School Tutor (6 days) (On Tat Estate, Kwun Tong)",Bright Union International Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-08-30
"初中導師(5.5/6天) (沙田禾輋)/S1-S3 Secondary School Tutor (5.5/6 days) (Wo Che, Shatin)",Bright Union International Limited,"Full Time, Graduate",HKD ($),19K - 21K per month,2024-08-30
"初中導師(5.5/6天) (沙田馬鞍山)/S1-S3 Secondary School Tutor (5.5/6 days) (Ma On Shan, Shatin))",Bright Union International Limited,"Full Time, Graduate",HKD ($),17.5K - 19.5K per month,2024-08-30
初中導師(6天) (粉嶺皇后山)(每週38小時),Bright Union International Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-08-30
初中導師(5.5/6天)(屯門市中心)/ Secondary School Tutor (5.5/6 days) (Tuen Mun Town Centre),Bright Union International Limited,"Full Time, Graduate",HKD ($),0 - 18.5K per month,2024-08-30
Account Executive,The Tank Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-14
Human Resources Assistant,LSG Lufthansa Service Hong Kong Ltd,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-14
代課教師 - 樂緻幼稚園暨幼稚園(黃大仙),The Boys' & Girls' Clubs Association of Hong Kong(HQ),"Full Time, Temporary",HKD ($),Negotiable,2024-08-25
Teaching Assistant (Mathematics),Good Hope School,"Full Time, Graduate",HKD ($),17K per month,2024-08-30
言語治療師 - 到校學前康復服務,The Boys' & Girls' Clubs Association of Hong Kong(HQ),"Full Time, Temporary",HKD ($),Negotiable,2024-08-25
Veterinary Technician,MULTI-SCALE MEDICAL ROBOTICS CENTER LIMITED,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-09-14
Machine Learning Researcher (interns),Midas Technologies,"Full Time, Internship",CNY (¥),500 - 1K per day,2024-09-14
HR & Admin. Assistant,Murata Power Solutions (Hong Kong) Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
Inside Sales Executive – Cloud Solutions Team,Superhub Limited,"Full Time, Graduate",HKD ($),15K - 30K per month,2024-09-14
C++ Software Engineer (Interns),Midas Technologies,"Full Time, Internship",CNY (¥),500 - 1K per day,2024-09-14
Junior Secretary,ONC Lawyers,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-08-31
Audio & Video Assistant,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-14
Graduate Intern (Development - Hong Kong Palace Museum),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-14
Assistant Officer – Graduate School (Ref: AO (GS) 2024-08-16),The Hang Seng University of Hong Kong,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
兼職DSE英語導師,HANLIN EDUCATION COMPANY,"Part Time, Internship",HKD ($),180 - 300 per hour,2024-09-02
KPMG Internship – Organisation & Talent Development – Hong Kong (MJ004566),KPMG,"Full Time, Internship",HKD ($),8K - 10K per month,2024-09-14
Part Time Membership & Event Promoter,Society for the Prevention of Cruelty to Animals (Hong Kong) Trustees Incorp,"Part Time, Summer",HKD ($),70 - 100 per hour,2024-09-13
Lecturer I/II in Department of Social Sciences and Policy Studies (Ref: 2400832),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),36K per month,2024-08-30
"Business Consultant (Serving Fortune 500 Clients, Central Grade A Office)",Endeavour Search Limited,"Full Time, Graduate",HKD ($),22K - 34K per month,2024-09-14
AI Video Creator,Jojo Ventures Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Installation Engineer,ALSTOM Hong Kong Ltd,"Full Time, Graduate",HKD ($),Negotiable,2024-09-14
(Assistant) Graduate Engineer - Installation/ Test & Commissioning / Design,ALSTOM Hong Kong Ltd,"Full Time, Graduate",HKD ($),Negotiable,2024-09-14
兼職 教學助理(荃灣),Royal Learning Group Limited,"Part Time, Temporary",HKD ($),Negotiable,2024-09-13
Options Trader (Full-time),Midas Technologies,"Full Time, Graduate",CNY (¥),500 - 1K per day,2024-09-14
Secretary,MCM Wealth Management Hong Kong Limited,"Full Time, Graduate",HKD ($),14K - 16K per month,2024-09-14
Graduate Engineer,Far East Consulting Engineers Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-14
Finance Intern (12 Months Contract),Balenciaga Asia Pacific Ltd.,"Full Time, Internship",HKD ($),10K - 13K per month,2024-09-14
Part-time MT intern (Secondary School Communication) (year 1 welcome),Fundamentum Limited,"Part Time, Internship",HKD ($),60 - 100 per hour,2024-08-30
"Part-time MT intern (Marketing: social media, video & PR) (year 1 welcome)",Fundamentum Limited,"Part Time, Internship",HKD ($),60 - 100 per hour,2024-08-30
Part Time Accounting Clerk,FONG & LO CPA & CO.,"Part Time, Internship",HKD ($),80 - 100 per hour,2024-08-31
Part-time Helper,The Hong Kong Academy of Sciences,"Part Time, Temporary",HKD ($),70 - 90 per hour,2024-09-10
"Officer, Smart Industrial Systems and IoT Technology (Event and marketing focus) (Ref: SMD331/24. 9829)",Hong Kong Productivity Council,"Full Time, Graduate",HKD ($),18K - 24K per month,2024-09-07
Part-time tutor - in person / remote work option available,Cana Academy Limited,"Part Time, Graduate",HKD ($),250 - 500 per hour,2024-09-14
Quantitative Trader (Interns),Midas Technologies,"Full Time, Internship",CNY (¥),500 - 1K per day,2024-09-14
Process Engineering Trainee (Based in Jiangmen),Johnson Electric Industrial Manufactory Limited,"Job at Greater Bay Area, Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-13
Data Center Operator/Technician ,HKCOLO Limited,"Full Time, Graduate",HKD ($),19K - 22K per month,2024-09-14
Audit Associate,T. O. Yip & Co. Limited,"Full Time, Graduate",HKD ($),16.5K - 17K per month,2024-09-12
Sales Executive,New POS Network (HK) Ltd,"Full Time, Graduate",HKD ($),19K - 21K per month,2024-09-14
Engineer Trainee,Shinryo (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-14
Bell Attendant (行李員) *5-days work week*,Kowloon Panda Hotel Limited,"Full Time, Graduate",HKD ($),14.3K - 15.3K per month,2024-09-14
"HR Management Trainee (Recruitment focused, incentive bonus)",Recruitfirst Limited,"Management Trainee, Full Time, Graduate",HKD ($),17K - 20K per month,2024-09-14
Telephone Operator - Service Centre Associate (服務中心服務員) *5 day work week*,Kowloon Panda Hotel Limited,"Full Time, Graduate",HKD ($),16K - 16.5K per month,2024-09-14
"Intern, General Affairs",FastLane HR Solution Services Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-14
Chemist,Heraeus Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
Internship Compliance_ Full time/ Part time,"DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK, FRANKFURT AM MAIN","Part Time, Internship",HKD ($),580 per day,2024-08-30
Trading Intern | 2025 Summer Intake - Expression of Interest,Eclipse Options (HK) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
Python Software Developer Intern | 2025 Summer Intake - Expression of Interest,Eclipse Options (HK) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
Low Latency Software Developer Intern | 2025 Summer Intake - Expression of Interest,Eclipse Options (HK) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
"Intern, Sustainability Services",Cushman & Wakefield Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-13
Management Trainee,Quon Hing Concrete Co Ltd,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-13
2025 Business Analyst Internship Program (Hong Kong),Green Court Capital Management Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
Sales and Marketing Assistant,BANDS Financial Limited,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-09-13
2025 Business Associate Internship Program (Hong Kong),Green Court Capital Management Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
Assistant Quantity Surveyor (Construction Project Management),Fugro Geotechnical Services Limited,"Full Time, Graduate",HKD ($),19K - 22K per month,2024-09-13
Sales & Marketing Executive,The Distillery Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-09-13
Analyst Programmer,FDS Solutions Limited,"Full Time, Graduate",HKD ($),22K per month,2024-09-13
General Insurance Executive / Executive Trainee,Sun Mobility Insurance and Claims Services Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
Management Trainee,晉昇貿易公司,"Part Time, Graduate",HKD ($),25K - 50K per month,2024-08-26
Assistant IT Officer,Bernhard Schulte Shipmanagement (Hong Kong) Limited Partnership,"Full Time, Graduate",HKD ($),16K - 21K per month,2024-09-13
Operations Associate/Analyst,Xingtai Capital Management Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-09-12
Project Editor / Editor / Assistant Editor – Chinese Language Teaching (Secondary CLT),Oxford University Press (China) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
影片主持/ 主播 (全職),Momax Technology (Hong Kong) Limited,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-08-31
Native-speaking English Teacher (under the EDB's Enhanced NET Scheme),St. Joan of Arc Secondary School,"Full Time, Graduate",HKD ($),35.08K - 81.51K per month,2024-09-13
Intern – Credit Risk Management,PrimeCredit Limited,"Part Time, Internship",HKD ($),70 - 80 per hour,2024-09-13
Project Officer in Department of Psychology (Ref: 2400873),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),44.35K per month,2024-08-29
財富管理實習生,晉昇貿易公司,"Part Time, Graduate",HKD ($),15K - 20K per month,2024-08-26
Assistant Manager (Application Servicing Centre),HKMC ANNUITY LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Management Trainee,ORIENTOP LIMITED,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-10
Programmer (Client App),Mad Head App Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-13
Graphic Designer,Mad Head App Limited,"Full Time, Graduate",HKD ($),17K - 21K per month,2024-09-13
Senior Engineer / Engineer – Functional Polymer,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 45K per month,2024-09-13
Senior Engineer /Engineer – Polymer Based Construction Materials,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
NAMI Silver Tip Engineer Trainee Program,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 25K per month,2024-09-13
Senior Engineer / Engineer – Construction Materials,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
Senior Associate (Direct Marketing),HKMC ANNUITY LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-08-28
Senior Engineer / Engineer – Catalysis,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),30K - 40K per month,2024-09-13
Senior Engineer / Engineer – Low Carbon Material,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
Operations Associate,Amber AM Limited,"Full Time, Graduate",HKD ($),18K per month,2024-09-13
Registered Nurse (Wanchai / Tuen Mun),Fresenius Medical Care Hong Kong Limited,"Full Time, Graduate",HKD ($),23K - 36K per month,2024-09-13
Senior Engineer / Engineer - Elastomers and Plastics,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 45K per month,2024-09-13
Senior Engineer / Engineer - ECO Functional Coating Materials,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
Senior Engineer / Engineer – Sprayed Concrete,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
Senior Engineer / Engineer – Epoxy Resin & Polymer Synthesis,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
